end_balance,top_cut_off,down_cut_off,if_short
1201.921776052836,0.0,0.0,True
1213.1369108886627,0.0,0.0,False
1261.3009676833935,0.0,0.2,True
1220.7285180343542,0.0,0.2,False
1175.6545512359487,0.0,0.4,True
1186.841505589287,0.0,0.4,False
1071.453210850515,0.0,0.6000000000000001,True
1205.2881514236396,0.0,0.6000000000000001,False
1026.4272301696717,0.0,0.8,True
1117.9158389663662,0.0,0.8,False
863.342659486384,0.0,1.0,True
961.3858869903536,0.0,1.0,False
1040.3013912383983,0.0,1.2000000000000002,True
989.4936283767677,0.0,1.2000000000000002,False
911.2573153579674,0.0,1.4000000000000001,True
846.4006299148546,0.0,1.4000000000000001,False
977.1952836914033,0.0,1.6,True
1068.6986827239975,0.0,1.6,False
829.1403616424539,0.0,1.8,True
984.5707635421741,0.0,1.8,False
797.7293909667949,0.0,2.0,True
984.5707635421741,0.0,2.0,False
842.9622572845446,0.0,2.2,True
967.8570327362052,0.0,2.2,False
861.2174386306751,0.0,2.4000000000000004,True
969.8384151123039,0.0,2.4000000000000004,False
655.0745267440788,0.0,2.6,True
744.2500028396603,0.0,2.6,False
657.6445359756462,0.0,2.8000000000000003,True
744.2500028396603,0.0,2.8000000000000003,False
657.6445359756462,0.0,3.0,True
744.2500028396603,0.0,3.0,False
657.6445359756462,0.0,3.2,True
744.2500028396603,0.0,3.2,False
783.4008378799437,0.0,3.4000000000000004,True
740.3278999237059,0.0,3.4000000000000004,False
783.4008378799437,0.0,3.6,True
740.3278999237059,0.0,3.6,False
783.4008378799437,0.0,3.8000000000000003,True
740.3278999237059,0.0,3.8000000000000003,False
1079.376419427473,0.2,0.0,True
1087.943577384943,0.2,0.0,False
1153.8218122527924,0.2,0.2,True
1119.5818497070254,0.2,0.2,False
1081.9578417098883,0.2,0.4,True
1095.1051718490558,0.2,0.4,False
949.454856005851,0.2,0.6000000000000001,True
1069.5233848007163,0.2,0.6000000000000001,False
910.3151010070746,0.2,0.8,True
995.9118555114719,0.2,0.8,False
800.3203540100046,0.2,1.0,True
891.8601730850191,0.2,1.0,False
969.4216142898513,0.2,1.2000000000000002,True
915.6166151824928,0.2,1.2000000000000002,False
847.2710311080898,0.2,1.4000000000000001,True
788.0598200988754,0.2,1.4000000000000001,False
929.6077449722259,0.2,1.6,True
1025.2874497756943,0.2,1.6,False
839.296735617063,0.2,1.8,True
1007.2297496307363,0.2,1.8,False
805.0865620254494,0.2,2.0,True
1007.2297496307363,0.2,2.0,False
857.3385399795518,0.2,2.2,True
988.2217187484734,0.2,2.2,False
926.9374455734244,0.2,2.4000000000000004,True
1041.6934232376093,0.2,2.4000000000000004,False
655.0745267440788,0.2,2.6,True
744.2500028396603,0.2,2.6,False
657.6445359756462,0.2,2.8000000000000003,True
744.2500028396603,0.2,2.8000000000000003,False
657.6445359756462,0.2,3.0,True
744.2500028396603,0.2,3.0,False
657.6445359756462,0.2,3.2,True
744.2500028396603,0.2,3.2,False
783.4008378799437,0.2,3.4000000000000004,True
740.3278999237059,0.2,3.4000000000000004,False
783.4008378799437,0.2,3.6,True
740.3278999237059,0.2,3.6,False
783.4008378799437,0.2,3.8000000000000003,True
740.3278999237059,0.2,3.8000000000000003,False
1115.5534052749483,0.4,0.0,True
1125.1294247711141,0.4,0.0,False
1202.683678335558,0.4,0.2,True
1168.6523062972985,0.4,0.2,False
1100.3819417053112,0.4,0.4,True
1113.9986636703463,0.4,0.4,False
1014.6731397201469,0.4,0.6000000000000001,True
1141.2304561691258,0.4,0.6000000000000001,False
1031.106192962641,0.4,0.8,True
1126.509648179624,0.4,0.8,False
1029.8101935913032,0.4,1.0,True
1143.9647539947484,0.4,1.0,False
1165.6740900527911,0.4,1.2000000000000002,True
1103.1507424453719,0.4,1.2000000000000002,False
1068.6675097701998,0.4,1.4000000000000001,True
993.7015361145006,0.4,1.4000000000000001,False
852.3423669769256,0.4,1.6,True
938.631363807677,0.4,1.6,False
724.4676903243997,0.4,1.8,True
854.4744262237541,0.4,1.8,False
694.38201605377,0.4,2.0,True
854.4744262237541,0.4,2.0,False
729.7287262893664,0.4,2.2,True
843.1758012374871,0.4,2.2,False
797.0216264053333,0.4,2.4000000000000004,True
895.8275022171015,0.4,2.4000000000000004,False
553.4431542892451,0.4,2.6,True
631.2385339492794,0.4,2.6,False
558.7639627029414,0.4,2.8000000000000003,True
631.2385339492794,0.4,2.8000000000000003,False
558.7639627029414,0.4,3.0,True
631.2385339492794,0.4,3.0,False
558.7639627029414,0.4,3.2,True
631.2385339492794,0.4,3.2,False
663.115163781738,0.4,3.4000000000000004,True
627.9572315093992,0.4,3.4000000000000004,False
663.115163781738,0.4,3.6,True
627.9572315093992,0.4,3.6,False
663.115163781738,0.4,3.8000000000000003,True
627.9572315093992,0.4,3.8000000000000003,False
1209.7277131286487,0.6000000000000001,0.0,True
1219.4607360275234,0.6000000000000001,0.0,False
1326.3860680770754,0.6000000000000001,0.2,True
1291.1502120529146,0.6000000000000001,0.2,False
1206.1567162811177,0.6000000000000001,0.4,True
1224.1713588546725,0.6000000000000001,0.4,False
983.801753204339,0.6000000000000001,0.6000000000000001,True
1106.029768772886,0.6000000000000001,0.6000000000000001,False
1077.906076811213,0.6000000000000001,0.8,True
1176.4860323486307,0.6000000000000001,0.8,False
1077.1061683227485,0.6000000000000001,1.0,True
1193.2747248504613,0.6000000000000001,1.0,False
1214.7185637008624,0.6000000000000001,1.2000000000000002,True
1150.5007123092635,0.6000000000000001,1.2000000000000002,False
1123.0275313613863,0.6000000000000001,1.4000000000000001,True
