,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sma_5,ema_5,wma_5,bb_5_up,bb_5_down,sma_10,ema_10,wma_10,bb_10_up,bb_10_down,sma_20,ema_20,wma_20,bb_20_up,bb_20_down,sma_50,ema_50,wma_50,bb_50_up,bb_50_down,sma_100,ema_100,wma_100,bb_100_up,bb_100_down,macd,signal
18,2019-01-08,48.127871625642136,50.12380013641369,48.05921590224116,49.01059341430664,12429131,0.0,0,46.6919807434082,47.20199499641528,47.281769053141275,50.08307142373574,43.300890063080665,45.984822845458986,46.572559054724636,46.565902848677204,49.1397589101806,42.82988678073737,,46.30309040627934,,,,,46.22390152789547,,,,,46.21721519629592,,,,0.0069844897004998074,-0.3161062511558311
19,2019-01-09,49.40290922633301,50.42294241899955,48.95615691219465,49.85408020019531,7769118,0.0,0,47.4373893737793,48.08628933032522,48.335802205403645,51.727032420358064,43.14774632720053,46.6556900024414,47.18017994158592,47.26940418590199,49.97592429854117,43.335455706341634,46.4026439666748,46.69411046382911,46.52645844959078,49.40181582415516,43.403472109194446,,46.482399881587675,,,,,46.43565485419311,,,,0.2736890629752651,-0.19814718832961187
20,2019-01-10,49.5304150242172,50.501408964992095,49.128287051896656,50.36409378051758,6416948,0.0,0,48.612387084960936,48.84570973337605,49.311370340983075,51.984501943744036,45.24027222617784,47.13922462463379,47.76776125630583,47.94365941827947,51.08035263620952,43.19809661305806,46.55711994171143,47.09230930545007,46.90373938424246,50.02674655032629,43.08749333309657,,46.750239325367595,,,,,46.66247527099986,,,,0.5202115178119797,-0.05447544710129355
21,2019-01-11,45.48952213344079,45.940689404949694,43.61619357947807,45.64645004272461,35424571,0.0,0,48.488806915283206,47.779147282760505,48.32272466023763,52.306961823092585,44.67065200747383,47.09018516540527,47.37734524521314,47.67224585793235,51.09838033316077,43.08198999764978,46.463453674316405,46.937484854380585,46.8170089176723,49.92479243490518,43.00211491372763,,46.67628001182265,,,,,46.605956068638775,,,,0.331091302286751,0.022637902776315354
22,2019-01-14,45.1854719334147,46.76456109933007,44.94027184532738,46.38204956054688,10183293,0.0,0,48.2514533996582,47.31340654229265,47.62047220865885,52.480953228928485,44.02195357038792,47.13824462890625,47.19457332318225,47.543493929776275,51.09427762858396,43.18221162922854,46.403625106811525,46.87870428456585,46.80925614493234,49.824937661614456,42.982312552008594,,46.65709817235329,,,,,46.59393144378888,,,,0.23782737641905527,0.06567579750486334
23,2019-01-15,46.42127905573448,46.96591534411762,45.724908013316266,45.9406852722168,8190864,0.0,0,47.637471771240236,46.85580560264419,46.850216166178384,52.19457143907526,43.08037210340521,47.16472625732422,46.96473234814808,47.32575586492365,51.080593500225596,43.24885901442284,46.358998680114745,46.7804758929663,46.7651666368757,49.78000159768166,42.93799576254783,,46.6115754560824,,,,,46.559999995056245,,,,0.1268385183206675,0.07790834166802418
24,2019-01-16,45.86221794417597,46.46541174285687,44.97949996596628,46.22511672973633,9299813,0.0,0,46.911679077148435,46.64556765247135,46.37943115234375,50.81227852396988,43.01107963032699,47.174534225463866,46.82935981478778,47.15491776899858,51.07932568676506,43.26974276416267,46.361450386047366,46.7228654472329,46.7524159749349,49.78197159719554,42.94092917489919,,46.58760207340041,,,,,46.54314688673167,,,,0.06112567148364434,0.07455180763114821
25,2019-01-17,46.048577205233066,46.71552174290358,45.51894411800241,46.47032165527344,7829079,0.0,0,46.13292465209961,46.587150777783684,46.23231201171875,46.80969112709879,45.456158177100434,47.37265586853027,46.76372432631005,47.026879119873044,50.84946835332369,43.89584338373686,46.364392852783205,46.69688843391373,46.762784667242144,49.785196483748344,42.943589221818065,,46.58048906326795,,,,,46.53959048668879,,,,0.028505165355234396,0.06534247917596546
26,2019-01-18,46.97052820621177,48.37307300732256,46.9214889369578,47.715938568115234,10563520,0.0,0,46.54682235717773,46.96341999725501,46.75998331705729,47.91456934513665,45.179075369218815,47.51781463623047,46.93762553199998,47.08929415616122,50.909130263135246,44.12649900932569,46.478165817260745,46.80091634021873,46.891503306797574,49.92087548497437,43.03545614954712,,46.647908555118896,,,,,46.59541634226277,,,,0.10198839530633563,0.0726716624020395
27,2019-01-22,47.24514881695326,47.24514881695326,45.92106990399972,46.15646362304688,8415887,0.0,0,46.501705169677734,46.694431382882954,46.62986373901367,47.910883613606615,45.092526725748854,47.37657928466797,46.79507878219129,46.84177579012784,50.87441987969101,43.878738689644926,46.47865619659424,46.73557580307834,46.86086500258673,49.921169830685784,43.03614256250269,,46.61930475759468,,,,,46.575145585183584,,,,0.033995905828867024,0.064936511087405
28,2019-01-23,46.411468434548034,46.52916341923245,44.75391732669136,45.13642883300781,8951309,0.0,0,46.34085388183594,46.175093136993766,46.17477162679037,48.18629538807659,44.49541237559529,46.989162826538085,46.49260795650725,46.43447570800781,50.54042905538571,43.43789659769046,46.486992835998535,46.57443080934007,46.733033825102304,49.914896879960416,43.059088792036654,,46.53460451123301,,,,,46.51041340122653,,,,-0.10103227750649779,0.03174275336862445
29,2019-01-24,45.057964379227634,46.48993565895948,45.00892511257966,46.362430572509766,6007019,0.0,0,46.368316650390625,46.23753927449498,46.18196385701497,48.20922778346485,44.5274055173164,46.63999786376953,46.468881701240974,46.32052438909357,49.57194728439212,43.70804844314694,46.64784393310547,46.553185198992075,46.72117075238909,49.69646289169794,43.599224974513,,46.52494309512545,,,,,46.50391881495468,,,,-0.10787151568639786,0.0038198995576199865
30,2019-01-25,46.94110492158689,47.46092790508069,46.18588820999879,46.88225555419922,6172512,0.0,0,46.45070343017578,46.4524454482338,46.35327682495117,48.3503728930789,44.55103396727266,46.2918140411377,46.54419027227739,46.36457124189897,47.677328836673325,44.90629924560207,46.71551933288574,46.58599967933835,46.743495668683735,49.71930085492635,43.71173781084513,,46.54466023361095,,,,,46.52013252811614,,,,-0.07053306824885652,-0.011050694003675315
31,2019-01-28,46.0976158469407,46.31339311838391,45.07758259833546,45.84260940551758,8807146,0.0,0,46.07603759765625,46.249166296163914,46.15057881673177,47.370576135725784,44.78149905958672,46.31142997741699,46.41642232868509,46.28289767178622,47.66143533940009,44.96142461543389,46.70080757141113,46.512200407945606,46.660361389886766,49.7193683968289,43.68224674599337,,46.506528630203654,,,,,46.49175138749717,,,,-0.12341023874676438,-0.03352260295229313
32,2019-01-29,45.46990261354893,45.57779124543561,44.36159722433517,44.85199737548828,7722259,0.0,0,45.81514434814453,45.7834426029629,45.74256540934245,47.49660493592771,44.13368376036135,46.15842475891113,46.13160244966808,46.017546289617364,47.79026189665399,44.526587621168275,46.648334693908694,46.348048025466134,46.484284228370306,49.7604396288924,43.53622975892499,,46.41800012566809,,,,,46.42454720254259,,,,-0.24245501872612607,-0.07530908610705972
33,2019-01-30,45.2933590161878,45.43067046217069,44.62641450016553,45.42086410522461,8679559,0.0,0,45.87203140258789,45.66258297921421,45.611138661702476,47.45504472625944,44.28901807891635,46.10644264221192,46.00223645998403,45.88344435258345,47.80101854176097,44.411866742662866,46.63558444976807,46.25670501801338,46.36738226754325,49.766497532413695,43.50467136712244,,46.36539840141109,,,,,46.384265210829874,,,,-0.2875810186885275,-0.11776347262335327
34,2019-01-31,45.56798103440456,46.57820788746962,45.09719733943764,46.3330078125,10060306,0.0,0,45.866146850585935,45.8860580771169,45.76479746500651,47.44023895329013,44.29205474788174,46.11723175048828,46.06243032209954,45.924638019908556,47.81653304706899,44.41793045390757,46.64588298797607,46.26419754561343,46.33856544494629,49.77110265812556,43.52066331782659,,46.363712528780276,,,,,46.382249030865744,,,,-0.2468952697175837,-0.14358983204219936
35,2019-02-01,46.28396592759838,46.57820901786784,44.636221084497215,45.12662124633789,16662313,0.0,0,45.51501998901367,45.63291235095674,45.518288930257164,46.68793806159485,44.3421019164325,45.98286170959473,45.892159127966664,45.74452701915394,47.768388663053386,44.19733475613607,46.6777587890625,46.15282290543279,46.19387385050456,49.72231856268213,43.63319901544287,,46.300139922340314,,,,,46.33380585528229,,,,-0.3084413147508016,-0.1765601285839198
36,2019-02-04,45.430672483478304,46.12703984277798,45.18547239289759,45.88183975219727,10634988,0.0,0,45.522866058349614,45.71588817669674,45.64056218465169,46.70721014425713,44.338521972442095,45.79945182800293,45.89028175840624,45.726159390536225,47.106441213340865,44.492462442664994,46.6586332321167,46.12636281635523,46.11807203746977,49.71889294956127,43.598373514672126,,46.27890251359542,,,,,46.31669003857436,,,,-0.2929007989703578,-0.1998282626612074
37,2019-02-05,46.02895778896502,47.16668597273939,45.715101996300106,46.921485900878906,8673346,0.0,0,45.936763763427734,46.117754166531114,46.10676879882813,47.36930941252656,44.50421811432891,45.87595405578613,46.077864934604335,45.930165585604584,47.3541624233649,44.397745688207365,46.626266670227054,46.20381602610375,46.143105624970936,49.65956798802616,43.592965352427946,,46.31115427619466,,,,,46.339187002414945,,,,-0.19445254484332253,-0.19875311909763044
38,2019-02-06,44.136012321294736,44.136012321294736,41.7134344477266,42.17441177368164,34619612,0.0,0,45.28747329711914,44.803306523934474,44.85265146891276,49.006806103681114,41.56814049055717,45.579752349853514,45.36786277613481,45.25715789794922,48.344099824037606,42.81540487566942,46.2844575881958,45.81216115928558,45.71911944434756,49.702726901839775,42.866188274551824,,46.105781917027315,,,,,46.18691614380881,,,,-0.4937887143510693,-0.2577602381483182
39,2019-02-07,42.380381800541,43.47888087537337,42.22345389577299,43.11598205566406,17457019,0.0,0,44.64406814575195,44.24086498364507,44.1288210550944,48.566544069298516,40.72159222220539,45.25510749816895,44.95829616055908,44.809199662642044,48.35329867085307,42.15691632548482,45.94755268096924,45.550607643012036,45.41735986982073,49.20908662766035,42.68601873427813,,45.958882764154005,,,,,46.076488594829286,,,,-0.6475731128175042,-0.33572281308215546
40,2019-02-08,42.93943697278301,43.08655851791527,42.0567189263584,42.576541900634766,19275224,0.0,0,44.13405227661133,43.68609058919328,43.43964564005534,48.39163888363291,39.87646566958975,44.8245361328125,44.52513418891301,44.32218773581765,48.1088733788619,41.54019888676309,45.5581750869751,45.26260664368146,45.09631122407459,48.43655905202715,42.679791121923046,,45.79432872785136,,,,,45.95263529859128,,,,-0.80371197739818,-0.42932064594536035
41,2019-02-11,42.959052761705706,42.959052761705706,39.08489079504715,39.33990097045898,44932372,0.0,0,42.82566452026367,42.237360658050804,41.84159520467122,48.256758037959216,37.39457100256813,44.17426528930664,43.582158358158516,43.32498134266246,48.84505813441986,39.50347244419342,45.24284763336182,44.68998265607759,44.504094641549244,49.24349784759487,41.24219741912877,,45.48324990533117,,,,,45.72222024735795,,,,-1.1750774642785586,-0.5784720096120001
42,2019-02-12,39.5654831103102,41.42429462988726,39.33989949679237,40.86994552612305,33515116,0.0,0,41.6153564453125,41.781555601860966,41.18968887329102,44.65207056070633,38.57864232991867,43.77606010437012,43.08894052945794,42.72419593117454,48.85150087025589,38.700619338484344,44.96724243164063,44.32118344829198,44.08762777419317,49.37608611375645,40.558398749524805,,45.26288519973616,,,,,45.55565243977716,,,,-1.3305872975446462,-0.7288950671985293
43,2019-02-13,42.10575956101981,44.45968191080732,42.017487379366365,43.71427154541016,51708876,0.0,0,41.9233283996582,42.42579426121954,41.88932723999024,45.506664935982215,38.33999186333419,43.60540084838867,43.20265371972072,42.712961647727276,48.54806834619924,38.6627333505781,44.85592174530029,44.26266651578577,43.9682972135998,49.273697717963856,40.43814577263673,,45.18953945549263,,,,,45.49334696266082,,,,-1.2103642958864143,-0.8251889129361063
44,2019-02-14,43.24348576775424,45.69548653993025,42.94934370124704,44.55775833129883,22540140,0.0,0,42.211683654785155,43.136448959709504,42.76747055053711,46.44752539973949,37.97584190983082,43.42787590026855,43.44906588195646,42.88611755371094,48.05241952646516,38.80333227407195,44.77255382537842,44.29108501579971,43.93990069798061,49.144226729347395,40.40088092140944,,45.15985870823719,,,,,45.462128257615944,,,,-1.0350924649905693,-0.867169623346999
45,2019-02-15,44.5969933075139,44.72449465972492,43.29252704038917,43.74369430541992,17152459,0.0,0,42.44511413574219,43.33886407655342,43.278140767415366,46.904244256650585,37.98598401483379,43.28958320617676,43.50263993485811,42.94353908192028,47.76877783917788,38.810388573175636,44.636222457885744,44.23842526830052,43.84191407703218,48.954705387755624,40.31773952801586,,45.09384059507345,,,,,45.405555055817196,,,,-0.9509148848432432,-0.8839186756462478
46,2019-02-19,43.59657663722596,43.93004890841938,42.66481554935114,43.6259994506836,17261598,0.0,0,43.30233383178711,43.43457586843676,43.67176920572917,46.12400970331307,40.48065796026115,43.06399917602539,43.52507073572236,43.004705671830614,47.17505016915637,38.95294818289441,44.43172550201416,44.179565752146665,43.74570236206055,48.51722410534025,40.34622689868807,,45.02591620587866,,,,,45.34772829725018,,,,-0.8835159157627075,-0.8838381236695398
47,2019-02-20,43.812349276639054,44.68526471976593,41.6643978846142,41.95863723754883,21193170,0.0,0,43.52007217407227,42.942596323071385,43.223870340983076,45.42107518913632,41.61906915900822,42.567714309692384,43.24024596547012,42.80373077392578,45.68792086271112,39.44750775667365,44.22183418273926,43.966300649866795,43.51017014639718,48.36516175821352,40.078506607265,,44.88497275543335,,,,,45.23897994542822,,,,-0.9536508496874134,-0.8978006688731146
48,2019-02-21,41.880174793164855,42.03710269613376,40.8699479101872,41.09553527832031,16645310,0.0,0,42.996324920654295,42.326909306705964,42.41569137573242,45.83937298549647,40.15327685581212,42.45982666015625,42.85027764255338,42.53606185913086,45.712280562245304,39.2073727580672,44.01978950500488,43.690851641082354,43.21242739359538,48.36453458428015,39.67504442572961,,44.71201054842377,,,,,45.10763969146241,,,,-1.066583494385256,-0.9315572339755429
49,2019-02-22,41.19361289150744,41.438812968242594,40.45801266130194,40.70321273803711,13074736,0.0,0,42.225415802001955,41.78567711630085,41.65132064819336,45.041744465188586,39.40908713881532,42.218549728393555,42.45988506608107,42.21667750965465,45.60968417358396,38.82741528320315,43.73682861328125,43.40439249372531,42.89656293959845,48.17530211862046,39.29835510794204,45.38378860473633,44.53020459259727,44.62475299910003,49.869001021117874,40.89857618835479,,44.96966809391381,,,,-1.1742050739929368,-0.9800868019790216
50,2019-02-25,41.01706554930549,41.39957704251765,40.21280965551174,41.15437698364258,12317055,0.0,0,41.70755233764648,41.57524373852807,41.294307708740234,44.03837812199995,39.37672655329302,42.07633323669434,42.222511433629805,42.023191556063566,45.5196251878639,38.633041285524776,43.45043468475342,43.188796450705084,42.65061516534715,47.771987516205755,39.12888185330108,45.261384658813476,44.37803863522769,44.458893719841456,49.86837635988708,40.65439295773987,,44.85151314786622,,,,-1.2091524107997387,-1.025899923743165
51,2019-02-26,41.01706928808339,41.86055816613209,40.91899075217572,41.27207946777344,9194267,0.0,0,41.236768341064455,41.47418898153942,41.14915008544922,42.14987199054421,40.323664691584696,42.26955108642578,42.049700542845855,41.87696359807795,45.210602673853984,39.32849949899757,43.22190818786621,43.00524378093171,42.443152763730005,47.49393184287416,38.94988453285826,45.136430740356445,44.2388525964919,44.30245037901635,49.83147473320775,40.44138674750514,,44.74188659957389,,,,-1.2133639162783894,-1.0633927222502098
52,2019-02-27,41.2524645568674,41.54670391706358,40.81110364584491,40.98764801025391,8494233,0.0,0,41.04257049560547,41.312008657702215,41.06610997517904,41.47403369716535,40.61110729404558,42.28132133483887,41.856595438992315,41.643890311501245,45.1983220299668,39.36432063971094,43.02869071960449,42.81213212215349,42.23036608014788,47.33966696752971,38.71771447167927,45.004611282348634,44.093968635937564,44.13975301705155,49.78903672500115,40.22018583969612,,44.62813764905204,,,,-1.2255257087344162,-1.0958193195470511
53,2019-02-28,40.97783249098334,41.53688832384259,40.86994386684278,41.3309211730957,12255195,0.0,0,41.089647674560545,41.318312829502,41.162226867675784,41.59503864738209,40.584256701739,42.04298629760743,41.76101641932609,41.47109028209339,44.82602122263618,39.259951372578676,42.82419357299805,42.67042726921556,42.06867374238514,47.04444545535651,38.60394169063959,44.8945654296875,43.9714934342518,43.99568673825731,49.75975297641377,40.029377882961235,,44.52927368129491,,,,-1.1937044595346933,-1.1153963475445796
54,2019-03-01,41.782092845225904,42.34997857482207,41.37015849972684,42.017486572265625,9422555,0.0,0,41.35250244140625,41.551370743804675,41.47150650024414,42.14086146689568,40.564143415916824,41.78895912170411,41.8076481068465,41.46645396839489,43.94489783758471,39.63302040582351,42.60841751098633,42.607988436312965,41.99184450422015,46.501942795057076,38.71489222691558,44.81139350891113,43.88532025481016,43.88286011639763,49.72906284977491,39.89372416804735,,44.45471920256738,,,,-1.1004010619710982,-1.1123972904298833
55,2019-03-04,42.233264918492296,42.4196156402767,40.51686428564873,40.98764801025391,12128535,0.0,0,41.319156646728516,41.36346316592855,41.34988835652669,42.161662018743804,40.47665127471323,41.5133544921875,41.65855521662011,41.320761039040306,43.21560035126653,39.811108633108475,42.40146884918213,42.45310021559624,41.83748550415039,46.169388829709746,38.633548868654515,44.70291702270508,43.75815194481497,43.732909312528726,49.71490224119088,39.69093180421928,,44.352816909578685,,,,-1.0969122903427646,-1.1093002904124596
56,2019-03-05,41.03668338159575,41.19361127488946,40.26185027157098,41.0759162902832,7536834,0.0,0,41.27992401123047,41.2676142073713,41.26880823771159,42.15116962164081,40.40867840082013,41.25834617614746,41.55261972486243,41.24122682051225,42.100956727554866,40.41573562474006,42.16117267608642,42.32150160706787,41.711242403302876,45.59248553212708,38.72985982004577,44.61562576293945,43.640985610890695,43.590673989688646,49.72623974379856,39.505011782080345,,44.25741882609321,,,,-1.0746371530208805,-1.102367662934144
57,2019-03-06,41.144573911377,42.03710204725887,41.05630173347851,41.742862701416016,12535323,0.0,0,41.43096694946289,41.42603037206257,41.4231211344401,42.31067487703529,40.551259021890495,41.23676872253418,41.58720966192077,41.329320734197445,42.00767757881495,40.46585986625341,41.90224151611328,42.26622659985976,41.67140335809617,44.501818685205684,39.30266434702087,44.52754989624023,43.558439861100844,43.47801661472695,49.682067969449875,39.37303182303059,,44.184889606717135,,,,-0.9917348428005965,-1.0802410989074345
58,2019-03-07,41.61535866720806,41.65664937970606,40.38935824392585,40.62474822998047,10470559,0.0,0,41.28973236083984,41.15893632469098,41.154381561279294,42.43608721819907,40.143377503480615,41.189690017700194,41.41221541199285,41.21804428100586,42.05111885621599,40.328261179184395,41.82475833892822,42.10946800436253,41.549737330845424,44.48191932955006,39.16759734830638,44.440650939941406,43.43140195802827,43.32496556899127,49.70996711867458,39.171334761208236,,44.08312195076531,,,,-1.0046753855881008,-1.0651279562435678
59,2019-03-08,40.22261718661985,41.31130607846119,40.10492220252935,41.2230339050293,8735175,0.0,0,41.13084182739258,41.18030218480433,41.13214874267578,41.944918569877515,40.316765084907644,41.241672134399415,41.377818571357516,41.224106805974785,42.032470455433575,40.450873813365256,41.73011093139648,42.02483697769349,41.49243024190267,44.327804138456685,39.13241772433628,44.40220344543457,43.336162088234296,43.19878450879864,49.73773115604931,39.06667573481984,,44.00207735816729,,,,-0.9556382027471955,-1.0432300055442933
60,2019-03-11,41.41919640256668,42.27249161971955,41.18380642474476,42.095947265625,9451092,0.0,0,41.352501678466794,41.485517211750086,41.45385055541992,42.50488162119519,40.2001217357384,41.335829162597655,41.50838805535471,41.37942955710671,42.28815370161482,40.38350462358049,41.70608119964599,42.03162453234924,41.52727179754348,44.279585456823575,39.13257694246841,44.3335474395752,43.28288395639127,43.108343089982576,49.69817283469852,38.96892204445188,,43.94852156511519,,,,-0.8366941794169449,-1.0019228403188236
61,2019-03-12,42.24306657224437,42.32143136902346,41.73795504088306,41.81151580810547,6474860,0.0,0,41.49962158203125,41.59418341053653,41.60685526529948,42.66321631239484,40.33602685166767,41.38977279663086,41.56350240996631,41.465918038108136,42.3861415741267,40.39340401913502,41.82966194152832,42.01061938823241,41.53731318882534,44.149632601620006,39.50969128143664,44.24704086303711,43.219911469418335,43.00943988874847,49.63243200418304,38.861649721891176,,43.888972882903175,,,,-0.756659130063845,-0.952870098267828
62,2019-03-13,42.00768189347157,43.106177266813575,41.747766651048366,42.86097717285156,7774164,0.0,0,41.72324447631836,42.016447997978275,42.06064046223958,43.42560739437707,40.020881558259646,41.57710571289063,41.79940767487355,41.73340974287553,42.8912156227836,40.26299580299766,41.929213523864746,42.091754050572064,41.635533687046596,44.24665760187995,39.61176944584954,44.1862313079834,43.20460443013676,42.95508444991766,49.56403192751552,38.808430688451274,,43.86055642926852,,,,-0.601612995291056,-0.8826186776724736
63,2019-03-14,42.89039778974815,43.08655860316049,42.39999762694546,42.4882698059082,7324745,0.0,0,42.09594879150391,42.17372193395576,42.3156489054362,43.35375113038206,40.83814645262576,41.692840576171875,41.92465566631444,41.899075941606,43.110374979495035,40.275306172848715,41.86791343688965,42.12957997096694,41.6887771424793,44.04729317882505,39.68853369495425,44.12247932434082,43.174160196006085,42.88849772434609,49.50377645945624,38.741182189225405,,43.822917994430185,,,,-0.5030137566321855,-0.8066976934644161
64,2019-03-15,43.17483206509606,44.24390460143247,43.066943427440464,43.77312088012695,20494107,0.0,0,42.60596618652344,42.70685491601474,42.87470626831055,44.13318713432438,41.0787452387225,41.86840400695801,42.26074097790132,42.27730872414329,43.80462075943754,39.93218725447848,41.828681564331056,42.28634208383649,41.870225470406666,43.82472097603989,39.83264215262222,44.07540100097656,43.19953270389524,42.874797393200446,49.42621918917062,38.72458281278251,,43.82156251874957,,,,-0.31753604798305446,-0.7088653643681438
