Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-11-23,21.4734836489067,21.56303957160493,20.83664321899414,20.83664321899414,4047000,0.0,0
2011-11-25,20.776940563338783,21.105311687683947,20.717237240167233,20.727188110351562,2277400,0.0,0
2011-11-28,21.871510805278234,22.329241327234122,21.403831311438704,21.980968475341797,7876500,0.0,0
2011-11-29,22.04067158222184,22.10037490261551,21.413781973252473,21.582942962646484,5002100,0.0,0
2011-11-30,22.369042087581164,23.095438476225173,22.32924050770435,23.075538635253906,7960900,0.0,0
2011-12-01,22.98598136708982,23.682525106738495,22.98598136708982,23.214845657348633,7345500,0.0,0
2011-12-02,23.463611719259262,23.6825251409622,22.836722162876114,22.886474609375,4790600,0.0,0
2011-12-05,23.284502399872434,23.38400920159375,22.47850091200508,22.617809295654297,8257700,0.0,0
2011-12-06,22.73721758013128,23.294453006359763,22.54815484879266,23.035736083984375,7343100,0.0,0
2011-12-07,22.906378274669354,22.96608159507875,22.18993083801923,22.478500366210938,6718000,0.0,0
2011-12-08,22.40884705275077,22.438697765156114,21.354077595959073,21.383930206298828,7848400,0.0,0
2011-12-09,21.513287521216323,21.941163506740374,21.115260347251454,21.881460189819336,5365000,0.0,0
2011-12-12,21.71229878689123,21.81180557844214,21.234668464967886,21.57299041748047,3436700,0.0,0
2011-12-13,21.6525954433977,21.89141060405345,20.64758045609587,20.757038116455078,6699400,0.0,0
2011-12-14,20.687384576339838,20.776938603683323,20.159999893919217,20.239604949951172,6654900,0.0,0
2011-12-15,20.538123300118166,20.966001185193,20.50827259051198,20.816741943359375,6385800,0.0,0
2011-12-16,21.02570531762163,21.41378163895799,20.02069216460269,20.13014793395996,11655100,0.0,0
2011-12-19,20.24955577038336,20.448567461016392,19.672418641059352,19.752023696899414,5483300,0.0,0
2011-12-20,19.97093939703716,20.528174851285456,19.861481721084395,20.46847152709961,3389900,0.0,0
2011-12-21,20.657532915292887,20.896348094333145,20.070444888426874,20.19980239868164,3922100,0.0,0
2011-12-22,20.19980239868164,20.38886512714722,19.911234769066702,20.19980239868164,3468700,0.0,0
2011-12-23,20.299309180439085,20.617729418887645,20.070444871295972,20.607778549194336,2235500,0.0,0
2011-12-27,20.707285986928184,21.14511477726735,20.558026732793174,20.906299591064453,5774300,0.0,0
2011-12-28,20.92619693902146,21.165012075101224,20.3888614593915,20.438615798950195,3363200,0.0,0
2011-12-29,20.488370348992035,20.806790563199705,20.269456926207805,20.757038116455078,2296700,0.0,0
2011-12-30,20.7470875666208,20.85654333072931,20.4784197950255,20.498321533203125,2027200,0.0,0
2012-01-03,20.946098251566067,21.34412540432172,20.916247543663278,21.19486427307129,4859500,0.0,0
2012-01-04,21.015754898617683,21.085409082848162,20.159999154222266,20.189851760864258,7479400,0.0,0
2012-01-05,20.299309565298838,20.70728574078777,20.06049438193466,20.428668975830078,5057700,0.0,0
2012-01-06,20.36896278961146,20.488371324592336,19.543059607957737,19.572912216186523,7231300,0.0,0
2012-01-09,19.871430805458722,19.871430805458722,18.985824300881998,19.324146270751953,11974600,0.0,0
2012-01-10,19.473406493627355,19.662469226964486,19.284343760290227,19.363948822021484,6737800,0.0,0
2012-01-11,19.204738657919616,19.42365400066811,19.095282884479744,19.284343719482422,6786400,0.0,0
2012-01-12,19.463454459990448,19.732122238995757,19.23459015843819,19.4137020111084,5889700,0.0,0
2012-01-13,19.17488670605877,19.244540893180094,17.861402326244495,17.950958251953125,18690400,0.0,0
2012-01-17,18.04051355770378,18.140020359755052,17.47332725332623,17.65243911743164,16483500,0.0,0
2012-01-18,17.632534860958014,18.189772113743714,17.61263502173533,18.169870376586914,7762000,0.0,0
2012-01-19,18.140021250644,18.309182253058648,16.766833388286756,17.453428268432617,19894000,0.0,0
2012-01-20,17.911155425614258,18.149970603536993,17.54298084010775,17.841501235961914,11950700,0.0,0
2012-01-23,17.911156165181062,18.09026803050238,17.80169849238817,17.891254425048828,8974200,0.0,0
2012-01-24,18.100217918126535,18.100217918126535,17.41362310430656,17.851451873779297,9789500,0.0,0
2012-01-25,17.682290474827226,18.05046314902116,17.453426174875943,17.950958251953125,6058900,0.0,0
2012-01-26,17.96090845427066,18.33903392160748,17.503179822997478,17.572834014892578,6247300,0.0,0
2012-01-27,17.423574996662218,18.24947823646131,17.41362412655206,18.050464630126953,6775600,0.0,0
2012-01-30,17.911156910044554,17.990761975949592,17.71214329631471,17.941009521484375,5827400,0.0,0
2012-01-31,18.06041478594954,18.717157003770662,17.970858856434447,18.488292694091797,10794000,0.0,0
2012-02-01,18.607700675732385,18.607700675732385,18.010661796148995,18.348983764648438,9546800,0.0,0
2012-02-02,19.66247049085125,20.538126226181486,19.304246741067082,19.473407745361328,25830200,0.0,0
2012-02-03,19.702268242217304,19.86147834493927,19.05547696266756,19.14503288269043,11070200,0.0,0
2012-02-06,19.015677149922244,19.214688847818728,18.826614423676418,18.906219482421875,9443900,0.0,0
2012-02-07,18.87636731743684,18.916170796712475,18.31913189311844,18.39873695373535,10034800,0.0,0
2012-02-08,18.408687931303657,18.667404854306536,18.120118398669323,18.14997100830078,10334100,0.0,0
2012-02-09,17.85145159672432,18.1002176372107,17.43352457278983,17.781797409057617,16376200,0.0,0
2012-02-10,17.055398167030813,17.41362185247786,16.647422035464636,17.334016799926758,15862100,0.0,0
2012-02-13,17.393722301935192,17.652439229740768,17.2245613067521,17.40367317199707,6975400,0.0,0
2012-02-14,17.294215349377783,17.58278488486822,17.274315507360885,17.572834014892578,6295000,0.0,0
2012-02-15,17.5330303494575,17.911153873927155,17.353918507048764,17.66238784790039,6724400,0.0,0
2012-02-16,17.73204156826706,17.871349931863673,17.413621366941026,17.682289123535156,5612000,0.0,0
2012-02-17,17.662388633817542,17.77184629747875,17.19470916733335,17.383769989013672,8171700,0.0,0
2012-02-21,17.473327952682503,17.542982147525933,17.045450015290623,17.135005950927734,5185800,0.0,0
2012-02-22,17.174809629277775,17.274316436451727,17.005648626462403,17.04545021057129,4524200,0.0,0
2012-02-23,17.07530142837969,17.224560677990503,16.985745499026336,17.105154037475586,3254000,0.0,0
2012-02-24,17.115105247628037,17.244462760414766,16.74693065319226,16.846437454223633,7956600,0.0,0
2012-02-27,16.727027893066406,17.035499147240657,16.52801620107755,16.727027893066406,5665000,0.0,0
2012-02-28,16.746931972472435,16.816586169301264,16.55786922541238,16.62752342224121,5609500,0.0,0
2012-02-29,16.537966553242818,16.667324054093996,16.19964459971304,16.259347915649414,8730200,0.0,0
2012-03-01,16.2493984247398,16.62752198831676,15.970779763517477,16.607622146606445,12828300,0.0,0
2012-03-02,16.56781658610807,16.93599113154786,16.528015009752863,16.697175979614258,9665500,0.0,0
2012-03-05,16.63747178019262,16.76683118156739,16.22949563358154,16.408607482910156,5933900,0.0,0
2012-03-06,16.269300270123164,16.428510392446565,16.11009014779976,16.358856201171875,6873400,0.0,0
2012-03-07,16.388705282955552,16.4882120739948,16.159840992119214,16.428508758544922,5671800,0.0,0
2012-03-08,16.488212370311693,17.61263590277457,16.27924981351468,17.314115524291992,19118200,0.0,0
2012-03-09,17.343969493911608,17.572833806838553,16.916091579696836,17.174808502197266,9313400,0.0,0
2012-03-12,17.184759634619464,17.324068018888806,16.53796826745331,16.756881713867188,7918000,0.0,0
2012-03-13,16.86634054404741,17.204662555873735,16.677277796748104,17.194711685180664,5747500,0.0,0
2012-03-14,17.105152900834085,17.184757955199032,16.378754644577963,16.41855812072754,10552500,0.0,0
2012-03-15,16.4285117024352,16.786735455194346,16.378757349032806,16.62752342224121,6072500,0.0,0
2012-03-16,16.69717731554703,17.41362282867027,16.567817911690863,17.37381935119629,10161000,0.0,0
2012-03-19,17.284266365346824,17.314117077318656,17.025549439962774,17.08525276184082,6390700,0.0,0
2012-03-20,16.945944296604406,17.015598488116023,16.597671441111967,16.926042556762695,4776500,0.0,0
2012-03-21,16.886239268640555,17.09520374348031,16.80663420630503,16.83648681640625,4448100,0.0,0
2012-03-22,16.717077344507782,17.035499474080805,16.65737402555909,16.87628746032715,4744600,0.0,0
2012-03-23,16.935993109384054,17.065350620062887,16.727028640829836,16.776782989501953,2905500,0.0,0
2012-03-26,16.926040880532074,16.965842458339466,16.72702729769256,16.91609001159668,3315900,0.0,0
