Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-11,47.6374693360499,47.92190231541292,46.80379059400643,47.274574279785156,12474126,0.0,0
2018-12-12,48.10825407537172,49.25579237452092,47.4903488373683,47.519775390625,11453591,0.0,0
2018-12-13,47.81401462890449,48.3142211357046,46.80477177861837,47.57862091064453,7755190,0.0,0
2018-12-14,46.55859092246078,47.51977475683744,46.06819077789374,46.833213806152344,7161356,0.0,0
2018-12-17,46.68609550432654,47.49035149788282,45.7445280594006,46.176082611083984,10064952,0.0,0
2018-12-18,46.83321677089905,46.93129530943879,45.88183923294667,46.41147232055664,8776092,0.0,0
2018-12-19,46.42127956957817,47.1961089559723,44.97459689545922,45.44047927856445,8363273,0.0,0
2018-12-20,45.29336077362001,46.81369785614483,45.04825796230215,46.14665603637695,9849358,0.0,0
2018-12-21,46.70571317107143,47.03918545080846,44.09678430305462,44.969696044921875,19308946,0.0,0
2018-12-24,44.47929395079887,45.40124866551923,43.07674916438742,43.145408630371094,6869860,0.0,0
2018-12-26,43.576957081309416,45.5581741114146,42.87077967690783,45.52874755859375,12028844,0.0,0
2018-12-27,44.83237850725946,46.15646108897474,44.3419783825033,46.136844635009766,7529434,0.0,0
2018-12-28,46.41147154866552,46.671480316649124,45.21489394280823,45.90145492553711,5783802,0.0,0
2018-12-31,46.13684631940349,46.41146920202713,45.12661948133367,45.67586898803711,7789604,0.0,0
2019-01-02,44.38121370643556,46.59782074475933,44.27008871484097,46.127037048339844,7245714,0.0,0
2019-01-03,45.54836767490858,45.75669197151124,44.13601649402414,44.489105224609375,8266386,0.0,0
2019-01-04,45.11681627310937,46.63705607315112,44.263521012943144,46.26435089111328,9081988,0.0,0
2019-01-07,46.33301033966061,48.13758212020477,46.185888790071836,47.568817138671875,9112144,0.0,0
2019-01-08,48.127871625642136,50.12380013641369,48.05921590224116,49.01059341430664,12429131,0.0,0
2019-01-09,49.40290922633301,50.42294241899955,48.95615691219465,49.85408020019531,7769118,0.0,0
2019-01-10,49.5304150242172,50.501408964992095,49.128287051896656,50.36409378051758,6416948,0.0,0
2019-01-11,45.48952213344079,45.940689404949694,43.61619357947807,45.64645004272461,35424571,0.0,0
2019-01-14,45.1854719334147,46.764561099330066,44.94027184532738,46.382049560546875,10183293,0.0,0
2019-01-15,46.42127905573448,46.96591534411762,45.724908013316266,45.9406852722168,8190864,0.0,0
2019-01-16,45.86221794417597,46.465411742856865,44.97949996596628,46.22511672973633,9299813,0.0,0
2019-01-17,46.048577205233066,46.71552174290358,45.51894411800241,46.47032165527344,7829079,0.0,0
2019-01-18,46.97052820621177,48.37307300732256,46.9214889369578,47.715938568115234,10563520,0.0,0
2019-01-22,47.24514881695326,47.24514881695326,45.92106990399972,46.156463623046875,8415887,0.0,0
2019-01-23,46.411468434548034,46.529163419232454,44.75391732669136,45.13642883300781,8951309,0.0,0
2019-01-24,45.057964379227634,46.489935658959475,45.00892511257966,46.362430572509766,6007019,0.0,0
2019-01-25,46.94110492158689,47.46092790508069,46.18588820999879,46.88225555419922,6172512,0.0,0
2019-01-28,46.0976158469407,46.31339311838391,45.07758259833546,45.84260940551758,8807146,0.0,0
2019-01-29,45.46990261354893,45.57779124543561,44.36159722433517,44.85199737548828,7722259,0.0,0
2019-01-30,45.2933590161878,45.43067046217069,44.62641450016553,45.42086410522461,8679559,0.0,0
2019-01-31,45.56798103440456,46.578207887469624,45.09719733943764,46.3330078125,10060306,0.0,0
2019-02-01,46.28396592759838,46.578209017867835,44.636221084497215,45.12662124633789,16662313,0.0,0
2019-02-04,45.430672483478304,46.12703984277798,45.18547239289759,45.881839752197266,10634988,0.0,0
2019-02-05,46.02895778896502,47.16668597273939,45.715101996300106,46.921485900878906,8673346,0.0,0
2019-02-06,44.136012321294736,44.136012321294736,41.7134344477266,42.17441177368164,34619612,0.0,0
2019-02-07,42.380381800540995,43.47888087537337,42.22345389577299,43.11598205566406,17457019,0.0,0
2019-02-08,42.939436972783014,43.08655851791527,42.0567189263584,42.576541900634766,19275224,0.0,0
2019-02-11,42.959052761705706,42.959052761705706,39.08489079504715,39.339900970458984,44932372,0.0,0
2019-02-12,39.5654831103102,41.42429462988726,39.33989949679237,40.86994552612305,33515116,0.0,0
2019-02-13,42.10575956101981,44.45968191080732,42.017487379366365,43.714271545410156,51708876,0.0,0
2019-02-14,43.243485767754244,45.69548653993025,42.94934370124704,44.55775833129883,22540140,0.0,0
2019-02-15,44.5969933075139,44.72449465972492,43.292527040389174,43.74369430541992,17152459,0.0,0
2019-02-19,43.59657663722596,43.93004890841938,42.66481554935114,43.625999450683594,17261598,0.0,0
2019-02-20,43.812349276639054,44.68526471976593,41.664397884614196,41.95863723754883,21193170,0.0,0
2019-02-21,41.880174793164855,42.03710269613376,40.8699479101872,41.09553527832031,16645310,0.0,0
2019-02-22,41.193612891507435,41.438812968242594,40.45801266130194,40.70321273803711,13074736,0.0,0
2019-02-25,41.01706554930549,41.39957704251765,40.21280965551174,41.15437698364258,12317055,0.0,0
2019-02-26,41.01706928808339,41.86055816613209,40.91899075217572,41.27207946777344,9194267,0.0,0
2019-02-27,41.2524645568674,41.54670391706358,40.81110364584491,40.987648010253906,8494233,0.0,0
2019-02-28,40.97783249098334,41.53688832384259,40.86994386684278,41.3309211730957,12255195,0.0,0
2019-03-01,41.782092845225904,42.34997857482207,41.37015849972684,42.017486572265625,9422555,0.0,0
2019-03-04,42.233264918492296,42.4196156402767,40.51686428564873,40.987648010253906,12128535,0.0,0
2019-03-05,41.03668338159575,41.19361127488946,40.26185027157098,41.0759162902832,7536834,0.0,0
2019-03-06,41.144573911376995,42.03710204725887,41.05630173347851,41.742862701416016,12535323,0.0,0
2019-03-07,41.61535866720806,41.65664937970606,40.38935824392585,40.62474822998047,10470559,0.0,0
2019-03-08,40.22261718661985,41.311306078461186,40.10492220252935,41.2230339050293,8735175,0.0,0
2019-03-11,41.41919640256668,42.27249161971955,41.18380642474476,42.095947265625,9451092,0.0,0
2019-03-12,42.24306657224437,42.32143136902346,41.73795504088306,41.81151580810547,6474860,0.0,0
2019-03-13,42.00768189347157,43.106177266813575,41.747766651048366,42.86097717285156,7774164,0.0,0
2019-03-14,42.89039778974815,43.08655860316049,42.39999762694546,42.4882698059082,7324745,0.0,0
2019-03-15,43.17483206509606,44.24390460143247,43.066943427440464,43.77312088012695,20494107,0.0,0
2019-03-18,44.06735736141777,44.29294097930889,43.27290777900941,44.106590270996094,11344595,0.0,0
2019-03-19,44.734301720098145,46.38694781032105,44.42044592735437,45.52874755859375,16098945,0.0,0
2019-03-20,45.479713677330246,46.18589116534373,45.24432367563016,45.273746490478516,14270416,0.0,0
2019-03-21,45.19527954589941,47.892480366483206,45.01873519287197,47.666893005371094,13972937,0.0,0
2019-03-22,47.38246282861387,47.51977426905016,45.391435717919244,45.97010803222656,11117692,0.0,0
2019-03-25,45.85241548776849,46.63214995524433,45.528749582544016,46.077999114990234,6976906,0.0,0
2019-03-26,46.372237731772735,46.96072016610131,45.07758161428867,45.53855895996094,9712040,0.0,0
2019-03-27,45.76595636237122,45.76595636237122,44.7278440635288,45.00467300415039,7813558,0.37,0
2019-03-28,44.82670578675385,45.192515958901915,44.36222534227956,45.10353469848633,8347763,0.0,0
2019-03-29,45.657199789363396,45.845047455063494,44.500443315389674,45.014556884765625,6643744,0.0,0
